2016-02-20 13:14:50 [27310] [INFO] Starting gunicorn 17.5
2016-02-20 13:14:50 [27310] [INFO] Listening at: http://127.0.0.1:8000 (27310)
2016-02-20 13:14:50 [27310] [INFO] Using worker: sync
2016-02-20 13:14:50 [27315] [INFO] Booting worker with pid: 27315
2016-02-20 13:17:50 [27315] [INFO] Worker exiting (pid: 27315)
2016-02-20 13:17:50 [27310] [INFO] Handling signal: term
2016-02-20 13:17:50 [27310] [INFO] Shutting down: Master
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 19:33:21] "GET /js/O0bfQXANAAA1uibe7JeLFL5m7j5yfu7r HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:36:19] "GET /js/Job1Job1Job1Job1Job1Job1Job1Job1 HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:38:25] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:38:25] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:39:07] "GET /js/padnw0XR3ddgsIGgulDE1KNK8q8B6Op2 HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:39:53] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:39:53] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:40:12] "GET /js/HogNXTfZXL8EO1nI3McBa5o8U4b2wU7F HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:40:35] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:40:35] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:40:36] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:40:36] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:40:42] "GET /js/279tGU8ThBvlLbGpu00KxxkxXi6JH1Bb HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:41:11] "GET /js/Job1Job1Job1Job1Job1Job1Job1Job1 HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:41:23] "GET /js/AQVKt1Jo997od2KCI6Bhvnj53zLDKI1A HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:42:48] "GET /js/bMa62LK6Pr8W4zPEynJSpuIkdLNe1uqF HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:43:29] "GET /js/qb4Sl3uTiVquqnMcgkC4XyRl13o0D3Sr HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:43:30] "GET /js/BROXPunSJLP2Q0JCPkmplFS4SDOAS4qJ HTTP/1.1" 500 -
70.51.158.161 - - [20/Feb/2016 19:47:39] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:47:39] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:47:40] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:47:40] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:49:28] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:49:28] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:49:28] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:49:28] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 19:53:29] "GET /config/workunitURL HTTP/1.1" 500 -
